# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:53:21 2025
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
#
tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,ra,dec
CP,1.3483075,1.7568331,1206.3535884,3.1949876,1358.8572016,805.7796280,4888.0000000,0.8802130,20.2148200,66.0722010
PC,4.3359117,3.4610000,8530.0000000,13.9797000,1307.0000000,485.0040000,5815.0000000,1.5100000,24.6010130,72.9931690
PC,1.8254400,1.7440000,21650.0000000,11.7503000,1022.0000000,181.7830000,4324.0000000,0.7700000,41.3988300,66.3592310
PC,2.6325313,4.1670000,4220.0000000,15.2766000,1731.0000000,1493.2400000,5407.0000000,2.4200000,25.7911400,70.9144250
PC,2.8067423,1.9970000,17630.0000000,13.4381000,1214.0000000,361.0870000,5863.0000000,0.9800000,58.2046640,68.7774670
PC,4.7427131,3.1150000,13560.0000000,17.8760000,1179.0000000,320.7830000,5947.0000000,1.5100000,53.4199920,68.6126670
PC,1.8137851,1.2900000,3625.0000000,,870.0000000,95.2905000,4032.5000000,,5.2779590,66.8323440
PC,4.3962009,3.9496949,4441.9711318,,1112.6269619,362.1757107,4032.5000000,,5.2779590,66.8323440
PC,7.0423707,2.6870000,5890.0000000,14.7821000,762.0000000,56.0900000,4892.0000000,1.8800000,7.7395710,68.4551080
PC,3.0755983,1.6170000,6482.0000000,,1099.0000000,242.5530000,4355.4000000,,7.2139480,66.4681890
FP,2.2963814,2.6490000,7950.0000000,20.9239000,2361.0000000,5163.1000000,6620.0000000,1.8700000,9.1708450,65.9374860
CP,4.7559737,2.5469696,398.6310113,1.7254170,909.5327855,161.7314334,5175.2000000,0.8418420,36.8678850,-27.6361170
CP,17.1807214,2.1004813,680.1385904,2.1954034,592.7674866,29.1782002,5175.2000000,0.8418420,36.8678850,-27.6361170
FA,3.2174446,3.8917348,11554.5031790,,1694.3115280,1947.5744337,,,29.4230580,63.9043890
PC,5.1175439,1.4830000,3090.0000000,12.6029000,943.0000000,131.8140000,6429.0000000,2.0700000,28.6577220,64.5698490
PC,7.2089041,3.4450000,6140.0000000,,,,,,255.1288860,59.6256600
PC,2.7991658,2.1570000,9180.0000000,,1049.0000000,201.0780000,4841.6000000,,297.0328840,85.0760520
PC,6.3262148,5.3530000,4928.0000000,12.5231000,1354.0000000,558.3000000,5842.0000000,1.9000000,335.6276050,78.2623330
PC,16.2840915,6.4500000,4600.0000000,7.9927300,924.0000000,121.3120000,5770.0000000,1.2000000,257.4488630,77.4853280
PC,3.1239771,2.7369600,4477.1379466,,1246.8268423,571.1439430,4861.0000000,,345.4054430,73.6098940
PC,3.6074546,2.1970000,1168.0000000,2.6993400,1156.0000000,297.4680000,5593.0000000,0.9100000,353.1586300,69.4221410
PC,3.9589142,2.4200000,16160.0000000,15.2242000,1161.0000000,301.8480000,5963.0000000,1.2200000,355.2306060,69.9744520
PC,5.8850401,3.6220000,3030.0000000,6.6150300,1142.0000000,282.5090000,5712.4000000,1.1800000,239.2337190,16.9802850
KP,3.5328220,3.4431200,11283.6194230,13.4749050,1372.1206975,837.7033716,6153.0000000,1.2500000,52.8180370,-23.8197920
PC,2.5089892,2.3410000,2970.0000000,5.4652300,1384.0000000,609.9610000,5574.0000000,0.9900000,277.6228370,56.7704520
PC,10.0462596,2.1788712,18214.2478783,16.4472821,801.0080118,97.2900870,5637.9000000,0.9451590,277.3254390,55.3205250
FP,2.4567112,1.7160000,530.0000000,3.0513600,1387.0000000,614.3830000,6223.0000000,1.1600000,313.0985310,66.5993150
PC,3.6142971,2.0160000,14219.0000000,,,,,,310.1004570,67.5338010
PC,1.8020923,2.9490000,8570.0000000,17.3634000,1832.0000000,1870.7800000,5760.0000000,1.8500000,335.1469840,71.7673460
PC,3.0295916,2.4730000,14333.0000000,,1127.0000000,267.8400000,5081.3000000,,332.1241230,68.9045530
FP,2.7761628,2.1390000,1340.0000000,6.5845400,1342.0000000,538.6330000,5778.0000000,1.8400000,355.5129300,76.9187840
FP,4.7257129,2.7010000,1740.0000000,10.5468000,1205.0000000,350.1470000,6139.0000000,2.4800000,342.5523490,75.8603990
PC,4.2989288,3.0220000,4590.0000000,9.9447200,1223.0000000,371.5470000,5671.0000000,1.4500000,305.0202700,73.2777640
PC,4.7308142,3.0620000,8780.0000000,9.8568900,1154.0000000,295.4290000,5777.0000000,1.0500000,273.7344780,49.7615880
KP,2.9626402,1.9096724,27118.3262165,12.6548900,1033.7453536,269.8828476,5473.0000000,0.7186350,58.4290110,-34.3282720
PC,7.1357259,2.5094893,1047.4205923,2.7853042,822.4059608,108.1100329,5446.0000000,0.8356270,268.6144630,77.4883100
PC,7.8808589,4.7880000,5120.0000000,10.2354000,1149.0000000,289.5460000,5914.8000000,1.4100000,246.8554620,21.6167920
PC,2.3238426,2.3910000,9780.0000000,13.8867000,1513.0000000,870.4970000,5983.9000000,1.3800000,255.3640820,28.9885240
PC,5.1191172,5.5630000,6317.0000000,13.0806000,1542.0000000,939.7660000,5926.0000000,1.7000000,325.5546280,69.5048080
FP,4.1508803,2.2560000,12290.0000000,8.3179900,807.0000000,70.6022000,4460.0000000,0.7300000,256.6643320,63.7785350
PC,7.9927894,3.8840000,16540.0000000,,971.0000000,147.6350000,5530.9000000,,241.3645060,55.1860060
PC,0.7583741,0.7480000,850.0000000,5.4111000,1660.0000000,1262.0000000,6209.0000000,1.5600000,238.6868270,25.0139400
PC,4.5029619,4.1690000,2890.0000000,9.4478800,2010.0000000,2710.2200000,8103.0000000,1.7700000,351.6051140,68.0360700
FP,1.9724010,2.4350000,7460.0000000,14.7348000,1916.0000000,2239.6600000,6184.0000000,1.6000000,346.5779070,71.2133300
PC,31.4001189,2.5454960,15097.0640966,10.2456091,455.3113573,10.1567540,4953.0000000,0.7917130,293.7648050,66.2550500
FP,1.7560902,1.7630000,1650.0000000,7.5211800,,1923.3400000,6249.0000000,1.2900000,101.9094920,-66.3283170
PC,4.6546139,1.3650000,5540.0000000,12.7473000,861.0000000,91.4646000,5966.0000000,1.5800000,306.8526800,68.2318660
PC,1.5373948,1.1940000,2710.0000000,5.7643500,1391.0000000,621.7150000,5091.0000000,1.0000000,240.6918240,71.2242880
FP,0.7409429,1.0840000,2460.0000000,4.5844200,1740.0000000,1523.2700000,5406.0000000,0.8700000,282.6631770,55.8014050
FP,21.7894491,6.8044292,12276.8028409,,652.5693517,42.8575849,6118.5000000,,288.0928840,77.9226210
PC,17.3567190,2.5707102,12730.2717116,9.7053860,523.4129662,17.7377655,4697.0000000,0.7606290,276.2914690,60.7732960
PC,4.5679250,3.0470000,18440.0000000,14.2306000,1125.0000000,266.4680000,5675.0000000,1.0400000,269.1792210,64.7666240
PC,5.0518907,3.7430000,3310.0000000,9.1103600,1372.0000000,588.9980000,6328.9000000,1.5500000,247.5496430,49.8957910
PC,2.4076941,1.4380000,4810.0000000,7.1578100,1113.0000000,255.6300000,5702.0000000,0.9800000,286.1865450,64.1531450
PC,2.8668029,1.8790000,7280.0000000,,983.0000000,155.0450000,4871.9000000,,278.8049340,73.5994930
PC,2.0381761,1.9880000,23020.0000000,13.0071000,1169.0000000,310.8350000,4928.0000000,0.8200000,274.1827720,76.8909110
CP,13.1757294,2.1570272,2479.3477138,1.9602373,325.2663942,2.6453174,3349.0000000,0.3886090,49.2626430,-42.2441490
CP,6.6149110,0.9654605,1060.5715819,1.2731554,409.2506857,6.6294678,3349.0000000,0.3886090,49.2626430,-42.2441490
PC,23.1315739,2.2930000,8950.0000000,,427.0000000,5.5333600,4952.3000000,,297.0616800,64.4260430
FA,7.2087245,3.5060000,4690.0000000,,904.0000000,110.9130000,5144.9000000,,255.1288900,59.6256580
PC,6.7473822,2.1120000,14810.0000000,13.1026000,730.0000000,47.3055000,5332.0000000,1.0600000,259.0986040,67.5666070
APC,1.6323062,1.8908720,12429.1862217,15.8543427,1337.9878723,757.4076888,5099.9000000,0.9125750,244.3695940,46.6480210
PC,3.8823511,2.6909833,3177.3446530,9.5364228,1465.0188040,1088.6638396,5622.4000000,1.6866800,243.3703710,42.8855030
PC,3.5908038,3.0270000,6690.0000000,9.8540700,1291.0000000,462.4670000,5657.0000000,1.1800000,242.8319600,47.7126520
PC,6.7201811,3.1870000,18030.0000000,11.5271000,823.0000000,76.4183000,4914.0000000,0.8500000,245.9925260,45.2610980
FP,3.6772391,4.2517064,13763.2116365,13.2496189,1244.8918384,567.6066573,5801.0000000,1.1179200,243.9358670,48.3255030
FP,1.1578392,1.3630000,9660.0000000,11.2362000,1973.0000000,2519.4500000,6409.0000000,1.1800000,233.6948730,79.4498370
PC,2.7240303,1.6490000,12600.0000000,10.9383000,1038.0000000,193.0300000,5366.0000000,0.9300000,252.5939520,16.9827180
APC,2.1654694,3.4080000,4990.0000000,13.5615000,1970.0000000,2503.9600000,5830.0000000,1.8600000,111.2117210,-62.0924310
PC,3.1504798,1.0960000,9210.0000000,10.0008000,876.0000000,98.0783000,5229.0000000,0.8900000,250.2761180,42.4363140
PC,6.5169955,2.4160000,930.0000000,2.2617400,783.0000000,62.6073000,4937.5000000,0.7100000,249.2914480,43.3447610
PC,2.1390271,3.5560000,19090.0000000,,1887.0000000,2105.5900000,5869.6000000,,257.7350060,36.4528770
PC,2.3079651,2.0640000,1650.0000000,,,,,,46.5661850,70.2146920
PC,3.2175013,3.2000000,11871.0000000,16.0110000,1580.0000000,1034.9400000,7932.0000000,1.5600000,29.4233730,63.9045900
PC,3.0492435,3.6270000,7425.0000000,,,,,,23.9436000,65.6387860
PC,4.3965758,2.8270000,6250.0000000,9.7160100,1205.0000000,350.2890000,5957.0000000,1.2300000,250.9070530,36.1413650
PC,5.5679111,2.4294368,12867.4456847,9.5108395,808.2369842,100.8499947,4887.0000000,0.8015250,250.2984930,38.9615560
PC,3.1639309,3.1430000,4080.0000000,,1598.0000000,1083.9600000,6323.0000000,,25.0929910,65.2038790
PC,1.9872259,2.4860000,19450.0000000,15.6112000,1670.0000000,1292.2500000,6178.0000000,1.0800000,19.9808430,64.5380540
FP,1.3367900,1.4880000,700.0000000,2.7073200,1581.0000000,1038.3100000,5600.0000000,0.9800000,47.8277400,-35.6280680
PC,3.7519831,2.8910000,17240.0000000,12.9516000,1157.0000000,297.5010000,5389.0000000,0.9700000,84.8652030,81.5434500
PC,9.2584055,3.8583323,2039.8195589,11.7073433,1361.0709228,811.0432719,5707.0000000,2.5363200,21.5727360,64.8400070
PC,4.6255680,3.6450000,9810.0000000,13.2242000,1313.0000000,493.4420000,5972.0000000,1.3400000,17.3998960,69.7320430
FP,2.0714803,3.1080000,1660.0000000,9.7546000,2274.0000000,4440.1100000,7047.0000000,2.4600000,26.6878430,63.6122370
PC,15.6341830,2.8880000,12980.0000000,11.2380000,611.0000000,23.2536000,5725.0000000,0.9600000,280.7794560,20.2188400
PC,2.8285323,2.7144158,9695.9755103,10.3779772,1208.4765945,504.0504139,5257.0000000,1.0258600,281.8356200,26.4178340
PC,5.6917579,5.3459619,5379.1683802,12.6894204,1309.3579262,694.6315867,5783.0000000,1.6651300,138.2806170,85.2710290
CP,3.1774814,2.8240000,14190.0000000,13.9016000,1393.0000000,625.1570000,6071.0000000,1.1200000,217.9257790,83.3727060
PC,2.7284428,2.2010000,10460.0000000,12.7100000,1266.0000000,427.5840000,5686.0000000,1.2100000,100.0810460,76.5530690
PC,3.2462849,1.5130000,9210.0000000,18.4686000,,610.0630000,5895.5000000,1.0600000,267.8512040,22.6613330
FP,6.7992776,1.5800000,210.0000000,1.0962100,656.0000000,30.7937000,4913.8000000,0.7300000,104.1816740,-60.6879540
PC,3.1775140,2.0430000,3640.0000000,5.1027200,975.0000000,150.0320000,4740.0000000,0.8200000,278.2322330,39.6379970
FP,3.0038696,3.2400000,760.0000000,3.4457600,1702.0000000,1394.3900000,6171.0000000,1.2000000,277.9792340,39.6693090
PC,7.4959730,5.3660000,7790.0000000,12.6471000,1186.0000000,328.5320000,5667.0000000,1.4100000,258.4311570,81.0040510
PC,10.4722034,3.2820000,1769.0000000,3.1388200,773.0000000,59.5148000,5388.0000000,0.7900000,290.7384740,59.4312020
PC,17.7046155,4.2555427,1283.7058316,2.8587599,586.5001986,27.9636370,5388.0000000,0.7915360,290.7384740,59.4312020
PC,4.9111786,2.6459244,606.3968298,3.4399601,1241.7353580,561.8717441,6186.0000000,1.2372299,297.6781760,68.1676620
PC,4.1539244,1.4100000,7500.0000000,9.7393200,850.0000000,86.6756000,5737.0000000,1.0900000,257.8996480,47.2570650
PC,10.1045108,3.2300000,1490.0000000,3.3818000,733.0000000,47.9649000,5053.0000000,0.9000000,237.9868230,67.0396850
PC,2.7741864,2.0050000,1910.0000000,3.6487000,1240.0000000,393.3870000,5636.0000000,0.8200000,320.2331030,83.0227780
PC,1.1789842,0.8560000,1160.0000000,5.0245400,1248.0000000,403.6100000,5650.0000000,1.3700000,319.3510260,79.6107000
PC,4.3954123,2.3060000,850.0000000,2.0298600,920.0000000,119.2820000,4836.0000000,0.7300000,294.5619390,71.5745340
FP,1.4274400,1.9730000,450.0000000,7.8630100,3620.0000000,28512.6000000,6000.2000000,1.3300000,56.8150120,-52.9852070
PC,3.5859820,2.3840000,2920.0000000,,1278.0000000,442.8900000,6195.0000000,,288.5789820,59.8958020
PC,4.3202706,1.2110000,3400.0000000,,853.0000000,88.2086000,6287.0000000,,288.5183010,56.6260030
FP,2.6834113,1.1460000,760.0000000,2.3357600,1003.0000000,168.3220000,5221.0000000,0.7600000,297.4845690,73.0864640
PC,12.2740928,3.5320000,14450.0000000,12.7514000,740.0000000,50.0141000,5674.0000000,1.0500000,289.7512030,82.8755840
PC,2.3757662,3.3230000,7500.0000000,19.1019000,1978.0000000,2544.8500000,6676.0000000,2.2000000,277.7176570,19.7960090
PC,5.7152049,2.7830000,2080.0000000,10.4523000,1064.0000000,213.0240000,5845.0000000,2.2500000,282.2040340,65.9416430
APC,16.3558787,4.6740000,1220.0000000,3.4840600,800.0000000,68.1566000,5740.0000000,1.0000000,280.7457940,62.8183880
PC,3.5322939,1.9010000,2450.0000000,3.4019600,787.0000000,64.0026000,4003.0000000,0.6600000,269.2407180,58.8826220
PC,14.4348737,6.0230000,1640.0000000,8.1170000,1073.0000000,220.7770000,5834.0000000,1.9300000,257.6673880,60.0284680
PC,12.3203310,2.3270000,5790.0000000,5.1072100,464.0000000,7.7197400,4103.0000000,0.6500000,246.3679100,66.3515850
CP,9.5730706,3.7949677,370.8091141,2.3053058,941.9166541,186.0248250,6101.0000000,1.1167200,54.8195380,-42.7630280
CP,4.0404130,3.5274466,143.3943960,1.5473747,1255.7050544,587.5861780,6101.0000000,1.1167200,54.8195380,-42.7630280
FP,0.7676706,1.0570000,340.0000000,2.9887700,2031.0000000,2825.3900000,6377.0000000,1.5300000,244.4412820,69.4477130
PC,12.2788421,4.3870000,4960.0000000,9.6452100,845.0000000,84.8171000,5596.0000000,1.3900000,290.9807360,63.5572710
FA,10.7166249,3.8540186,1308.3913665,2.1617100,581.7069809,27.0606425,4235.5000000,0.6500000,290.1088470,61.0854340
PC,22.1575175,3.3740000,837.0000000,2.1749500,523.0000000,12.4497000,5174.0000000,0.7900000,283.8896840,71.4006710
PC,4.8038539,2.7824259,2380.3621290,4.0981388,683.6599416,51.6275524,4080.0000000,0.6920760,292.9652810,61.8820540
PC,2.9855843,1.1840000,9990.0000000,10.0005000,883.0000000,100.9840000,4602.0000000,0.8200000,249.1213480,57.1500090
FP,3.6311186,2.4160000,6300.0000000,15.6552000,,1145.4800000,5979.9000000,1.6300000,271.4036170,47.5503270
PC,25.0930011,5.5344286,5820.9357478,10.3058363,715.7737734,62.0331918,5775.0000000,1.3372800,246.2028050,60.9655020
PC,2.5551882,2.3560000,11630.0000000,13.5962000,1376.0000000,595.9000000,5855.0000000,1.2100000,268.3732800,46.3464100
PC,5.2019750,1.1750000,4990.0000000,9.1531600,653.0000000,30.1871000,4950.0000000,1.1800000,246.2704360,73.2834950
FP,1.1096992,2.0970000,620.0000000,9.3371500,5211.0000000,122457.0000000,8666.0000000,3.1300000,64.3114880,-38.8441710
PC,4.8952783,5.3250000,4730.0000000,14.0672000,1519.0000000,883.8820000,5828.0000000,1.7700000,241.9287060,82.0725350
PC,2.8622679,2.6460000,14440.0000000,18.4047000,1803.0000000,1757.2400000,7167.0000000,1.4900000,267.7070930,16.7748580
APC,2.4307782,1.7080000,1310.0000000,12.4035000,1321.0000000,506.4860000,6015.0000000,3.3000000,184.9680650,83.2356970
PC,2.7879450,1.5084757,3211.4673560,7.5851475,1121.9560583,374.4763489,5375.0000000,0.8472410,131.2335550,75.1056790
PC,3.4138019,2.8770000,9850.0000000,22.5559000,1168.0000000,309.6830000,5150.0000000,2.2400000,279.2580650,14.2065990
PC,4.7155974,3.4748078,11242.4339671,18.3601489,1365.3855665,821.3764221,5873.0000000,1.5585099,109.3053840,70.7801890
FP,3.2428744,2.4170000,1470.0000000,2.3171000,909.0000000,113.6590000,4016.0000000,0.5800000,108.8180210,81.2209830
CP,56.4043748,4.0690000,9060.0000000,12.5447000,272.0000000,0.9093730,6433.0000000,1.2500000,105.4045520,72.4149300
PC,1.9795413,2.0880000,2640.0000000,4.7736700,1381.0000000,604.9810000,5275.0000000,0.9200000,128.2614760,82.0247620
PC,3.2724973,1.4590000,5320.0000000,5.6778000,718.0000000,44.1281000,4279.0000000,0.7500000,281.5272750,46.2485660
KP,3.6623918,3.7669692,12253.6582523,17.2805567,1624.5252338,1645.9886958,6600.0000000,1.4853200,66.3709020,-30.6004360
FP,6.2697160,3.6960000,1240.0000000,3.8628800,982.0000000,154.4080000,4812.0000000,1.0800000,116.0697220,68.8262580
PC,2.3382502,2.2890000,13090.0000000,11.1230000,1274.0000000,438.0110000,5263.0000000,0.9400000,280.9612000,48.1340730
PC,11.7647926,4.4338184,4428.9591948,11.5240963,1050.4074921,287.7082031,5801.0000000,1.6939700,216.7656290,78.7627320
PC,4.1571604,4.3480000,8040.0000000,,1469.0000000,773.4640000,5766.9000000,,75.1045950,69.8207400
FP,0.9135968,1.2470000,540.0000000,2.1707700,1881.0000000,2079.1400000,5987.0000000,0.8900000,70.5061530,79.9875290
FP,2.5139764,2.3600000,560.0000000,4.9030300,1583.0000000,1043.4200000,6150.0000000,2.0500000,271.4931290,78.0492920
PC,3.7630305,3.5030000,1580.0000000,5.9670500,1586.0000000,1050.5500000,6357.0000000,1.5000000,20.4074090,82.1687830
CP,3.8016217,3.2230000,8310.0000000,13.6371000,1418.0000000,672.5850000,6244.0000000,1.4700000,77.6128790,70.3910790
CP,3.6600320,4.7853014,7749.7203265,17.5565568,1662.3109767,1804.5548719,5988.0000000,1.8862600,227.5321530,72.7103130
FP,4.6200781,2.1490000,3480.0000000,7.0460700,1068.0000000,216.0210000,5999.0000000,1.1600000,24.6706020,80.4333470
FP,1.8248800,1.7570000,2950.0000000,24.8366000,2088.0000000,3161.3200000,5773.7400000,1.2300000,36.8535850,-12.0389300
PC,4.2511214,2.8230000,13830.0000000,11.2617000,1097.0000000,240.5680000,5501.0000000,0.9400000,96.9778750,74.0081300
PC,3.6022715,2.7520000,9700.0000000,14.4799000,1368.0000000,582.8830000,6338.0000000,1.4500000,87.9524720,71.2906090
PC,3.6593967,3.9170000,4230.0000000,12.1105000,1567.0000000,1001.6900000,5875.0000000,1.8600000,263.8913950,35.2765120
FP,9.8482192,4.2400000,1670.0000000,13.8742000,1056.0000000,206.6910000,6126.0000000,3.3100000,70.1005560,81.0772720
PC,16.9020565,5.7290000,14890.0000000,11.3763000,783.0000000,62.5724000,5442.0000000,0.9100000,86.6177980,75.0455390
CP,4.0664446,1.7120000,19740.0000000,12.1827000,856.0000000,89.3911000,5421.0000000,0.8600000,39.4297430,80.2673840
APC,0.7011578,0.9320000,5890.0000000,13.2816000,2326.0000000,4863.5900000,6036.0000000,1.5100000,274.4177820,34.0913830
PC,2.3745416,3.1700000,10590.0000000,13.6144000,1674.0000000,1303.7100000,5865.0000000,1.3000000,83.0881720,79.8091320
FP,3.6841446,2.9670000,2260.0000000,3.7426300,1145.0000000,286.2620000,4939.0000000,0.7900000,30.0216630,77.3690010
PC,3.2928068,2.1070000,16460.0000000,11.9432000,990.0000000,159.8420000,5037.0000000,0.9100000,61.0550970,75.4966550
KP,3.6112621,3.5377447,5684.0944144,13.6137403,1665.5243818,1818.5488883,6450.0000000,1.6844300,62.6160810,-45.8982430
PC,9.7938352,4.6542394,6228.3071316,13.1815999,1019.0147305,254.8254794,5737.0000000,1.4620200,62.5209820,70.9157160
PC,11.6999152,3.8630000,2960.0000000,12.0929000,986.0000000,157.4920000,6906.0000000,2.1600000,287.4270010,56.3642710
PC,1.5822588,2.9640000,13280.0000000,,,,,,280.7636510,24.0897030
CP,4.6174254,4.5173138,9412.5600540,16.6632337,1504.8598368,1212.0072219,6411.0000000,1.6721900,335.3934700,82.2160790
PC,7.3446285,5.0440000,4210.0000000,12.8665000,1321.0000000,506.0010000,6320.0000000,1.9900000,332.9053000,82.7306420
CP,3.3207642,2.4870000,940.0000000,3.0235600,1371.0000000,586.7620000,6142.0000000,0.9500000,325.6362270,77.7343840
PC,4.4618780,2.9370000,500.0000000,2.3251500,1289.0000000,459.4950000,5986.0000000,1.0400000,230.7808340,76.3318820
PC,12.8226390,3.1703392,750.9057494,3.0954065,809.3225377,101.3928989,5986.0000000,1.0396301,230.7808340,76.3318820
FP,5.2898350,3.1790000,2330.0000000,7.6447400,1986.0000000,2582.5800000,6655.0000000,1.1100000,345.9818980,85.4430220
PC,13.4167713,2.1510000,1780.0000000,,,,,,264.3009550,72.0864790
APC,0.8659846,0.8910000,1660.0000000,8.8661800,1676.0000000,1311.0600000,5815.0000000,1.9200000,115.4517450,74.1838780
FP,7.0114000,4.8000000,8970.0000000,18.1417000,1459.0000000,753.6730000,6084.8000000,1.8200000,48.8543930,-2.1753140
PC,4.4427146,3.2966866,12220.1525687,11.7585481,1122.4415956,375.1250027,5754.0000000,1.0441300,111.7411440,72.2293390
PC,4.2607797,6.4465003,3857.0364187,13.7822358,1936.2869886,3322.0021575,7409.0000000,2.1503201,110.1504310,72.7594000
PC,4.3744258,5.2750000,8580.0000000,19.4866000,1625.0000000,1159.2800000,6013.0000000,2.0500000,290.3918210,73.3501220
PC,21.5615248,5.7300000,3600.0000000,7.7645400,745.0000000,51.2879000,5644.0000000,1.2800000,290.0576770,73.9896570
PC,3.5228430,2.8740000,800.0000000,3.9330300,1400.0000000,638.0210000,5952.0000000,1.3900000,284.8845640,73.5132840
PC,7.1406422,1.9916579,7517.3472752,11.9782180,902.2960634,156.6452579,5463.0000000,1.0000700,316.0125860,85.8782090
PC,5.2361240,2.6220000,930.0000000,2.9461600,1032.0000000,188.9430000,5604.0000000,0.9600000,156.2295500,84.7547190
FP,14.7939010,3.1710000,8150.0000000,8.4275600,584.0000000,19.3352000,5095.0000000,0.8400000,285.7970080,57.3881770
PC,29.3821476,2.9371293,6575.4394880,14.7329776,649.2327084,41.9877466,6016.0000000,1.1547199,173.8336910,79.4130530
PC,3.4026932,5.2300000,2900.0000000,11.5347000,1787.0000000,1695.2800000,5661.0000000,2.1800000,311.8204710,76.1070080
FP,5.6216200,2.6750000,580.0830000,3.3587900,1191.0000000,334.6830000,5834.2000000,1.2700000,110.8518020,-58.6967380
PC,2.1902250,3.1510000,8750.0000000,15.1395000,1750.0000000,1559.4500000,5929.0000000,1.5600000,337.5942340,77.8655040
PC,3.7453991,3.3270000,1390.0000000,3.1717100,1267.0000000,428.7650000,5133.0000000,0.8100000,286.7205570,81.6545390
PC,4.1915095,3.1870000,900.0000000,2.3325200,1129.0000000,270.3530000,4996.0000000,0.7900000,268.0452170,58.3668260
