# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:48:44 2025
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,ra,dec
FALSE POSITIVE,358.101884000,6.39300,1.1400e+02,0.95,242.0,0.81,5786.00,0.8560,295.075070,44.382992
CANDIDATE,1.717859841,0.90800,6.6300e+01,1.45,2212.0,5645.85,6694.00,1.7320,290.813660,40.254875
FALSE POSITIVE,46.077150100,3.03000,,,,,,,291.361880,49.021980
FALSE POSITIVE,42.624233290,1.47000,,,,,,,291.361880,49.021980
FALSE POSITIVE,0.447861451,0.85410,2.6540e+02,1.42,2263.0,6221.08,5901.00,0.8480,294.484990,38.352859
CANDIDATE,7.342246700,2.02900,3.6680e+02,1.60,837.0,115.93,5573.00,0.8390,295.211270,41.086971
CANDIDATE,8.113468100,4.96100,4.0500e+01,0.92,1127.0,381.27,6011.00,1.4090,291.195070,40.702702
CONFIRMED,3.036208739,0.93240,1.8205e+03,1.40,520.0,17.31,3464.00,0.3280,282.250210,44.921108
CONFIRMED,18.054146900,4.58700,2.8310e+02,1.51,635.0,38.57,5505.00,0.9090,290.586120,46.642689
CANDIDATE,5.467551400,3.28300,8.7200e+01,1.07,1078.0,319.36,5557.00,1.1510,288.588350,42.605659
FALSE POSITIVE,1.015304740,8.76220,1.6445e+04,64.77,2324.0,6918.45,6428.00,1.4400,295.885680,39.315990
FALSE POSITIVE,94.180473000,7.34500,1.1044e+03,4.17,478.0,12.34,6997.00,1.0000,293.201390,45.454399
CONFIRMED,1.538185321,1.68300,2.7720e+02,1.29,1234.0,547.92,5107.00,0.7230,297.952970,40.806808
FALSE POSITIVE,1.332567643,4.28400,5.6700e+01,0.62,1482.0,1143.87,5687.00,0.7900,295.220890,46.823879
FALSE POSITIVE,1.089076495,2.27400,4.3700e+01,0.75,2016.0,3923.24,6444.00,1.0790,288.090090,46.322948
FALSE POSITIVE,1.662710314,1.83000,8.5900e+01,2.16,2307.0,6700.60,6028.00,2.2440,296.205780,44.660446
FALSE POSITIVE,472.071079000,5.75900,2.5260e+02,2.01,268.0,1.22,6186.00,1.2530,293.725280,39.511971
CANDIDATE,0.888478095,1.53120,3.4040e+02,1.51,1665.0,1825.96,5553.00,0.8060,291.061680,51.404781
FALSE POSITIVE,2.182420020,4.10300,6.9700e+01,0.70,1283.0,638.12,5808.00,0.7860,293.423610,42.917641
FALSE POSITIVE,0.503999678,0.54210,9.7560e+02,2.97,1605.0,1566.41,4898.00,0.5680,293.952210,45.318260
FALSE POSITIVE,2.665885440,5.00400,1.6700e+02,0.98,1041.0,278.03,4965.00,0.7710,291.985720,45.211441
CANDIDATE,309.255810000,10.72000,4.2140e+02,2.18,287.0,1.61,6060.00,1.0570,291.700500,37.843731
CANDIDATE,2.442323990,1.92100,2.2900e+02,1.10,1029.0,264.82,4849.00,0.7380,291.518190,47.139301
CONFIRMED,7.617581980,3.54500,8.5400e+01,1.00,1020.0,255.32,6202.00,1.0720,291.407810,48.017891
FALSE POSITIVE,41.477908000,10.45000,2.9900e+01,1.09,849.0,122.73,6935.00,1.9180,289.756260,39.576450
CANDIDATE,42.100335100,1.08340,2.1400e+02,1.42,466.0,11.17,5595.00,0.8200,282.128880,44.303162
CONFIRMED,2.209231190,2.39200,5.9800e+01,0.84,1507.0,1217.79,5991.00,1.0920,285.512940,38.079739
FALSE POSITIVE,260.548320000,15.52000,1.6160e+02,1.35,318.0,2.43,6412.00,1.0400,298.003570,48.564240
FALSE POSITIVE,370.476780000,15.69000,6.5620e+02,2.37,252.0,0.96,6050.00,0.8960,288.797030,42.168900
CONFIRMED,5.883502510,2.55600,2.1770e+02,1.27,949.0,192.09,5840.00,0.8490,298.002930,43.354610
FALSE POSITIVE,0.662457501,1.52700,6.4100e+01,8.30,3295.0,27795.08,6425.00,2.1600,296.247800,44.076790
FALSE POSITIVE,1.332584580,3.22200,1.2700e+02,1.25,1868.0,2873.72,6384.00,1.0860,294.700500,46.573132
CANDIDATE,1.182862515,2.92800,2.2300e+01,1.26,2800.0,14544.87,6017.00,2.6390,283.852910,45.485260
CONFIRMED,0.539915033,1.14660,9.7000e+01,0.82,1871.0,2901.68,5102.00,0.8370,283.587620,40.574928
FALSE POSITIVE,372.543530000,21.83000,1.1060e+03,74.14,226.0,0.62,5561.00,0.8360,291.796660,47.385929
CONFIRMED,2.208296370,2.84100,8.7900e+01,1.36,1709.0,2016.25,6028.00,1.4540,293.542300,43.026100
CONFIRMED,0.849906734,1.14100,1.2430e+02,0.59,1139.0,396.64,4296.00,0.5050,293.288020,43.514992
CONFIRMED,26.656573700,4.95400,1.6340e+02,4.15,903.0,157.45,5159.00,3.0620,293.796840,45.160728
CANDIDATE,4.440854100,8.08300,3.3900e+01,1.74,1642.0,1719.20,5159.00,3.0620,293.796840,45.160728
FALSE POSITIVE,373.722570000,14.21000,4.7090e+02,67.13,262.0,1.11,6004.00,1.0080,286.532780,44.554569
CONFIRMED,8.185048590,4.67300,9.7600e+01,0.93,892.0,149.41,5984.00,0.9060,296.516660,44.608608
FALSE POSITIVE,10.784385130,1.40800,2.3360e+02,75.04,1397.0,900.70,5575.00,3.5150,299.206670,45.645470
CONFIRMED,10.423173430,2.34100,7.1200e+01,1.07,901.0,155.70,5767.00,1.1350,288.660770,43.368080
FALSE POSITIVE,0.566804221,4.63900,1.6600e+02,0.85,1737.0,2149.42,5277.00,0.6400,291.586820,42.827621
FALSE POSITIVE,2.022658000,3.34300,1.3570e+02,1.15,1482.0,1139.10,6091.00,0.9670,293.622800,41.966492
FALSE POSITIVE,316.577470000,14.64000,2.6910e+02,1.47,255.0,1.01,5822.00,0.8980,294.731320,43.989361
CANDIDATE,1.867994300,1.08700,7.3400e+01,0.70,1291.0,658.77,5487.00,0.8150,290.884860,39.115921
CANDIDATE,8.917286300,4.46800,1.9630e+02,1.39,931.0,177.84,6210.00,0.9860,296.896000,48.047260
FALSE POSITIVE,0.519437968,2.12900,2.2620e+02,20.48,2402.0,7822.62,6181.00,1.0060,299.085360,40.774529
CANDIDATE,1.338070750,1.42500,2.0200e+01,0.60,2008.0,3844.97,6355.00,1.3190,301.156560,44.379532
FALSE POSITIVE,1.105095798,2.62400,1.4170e+02,0.89,1445.0,1025.90,5296.00,0.7520,293.827820,48.054241
FALSE POSITIVE,245.019020000,8.56000,3.7590e+02,1.98,310.0,2.17,6167.00,1.0100,290.626590,41.490959
CONFIRMED,153.979362000,9.02800,7.9250e+02,2.53,330.0,2.82,5858.00,0.9030,286.695220,40.291809
FALSE POSITIVE,10.223978700,1.81400,2.1350e+02,24.43,2364.0,7383.41,4673.00,16.8230,286.771610,39.266941
CONFIRMED,56.414831400,8.07500,4.8010e+02,2.90,535.0,19.37,6325.00,1.1120,294.338470,50.336540
FALSE POSITIVE,2.180790980,12.13000,8.3200e+01,3.29,2767.0,13876.96,6911.00,3.3390,286.047390,38.979851
CONFIRMED,20.925408300,6.78300,1.0900e+02,1.26,729.0,66.95,5821.00,1.2100,289.182650,47.873379
CONFIRMED,13.060039900,2.85100,1.0680e+02,0.80,630.0,37.30,5168.00,0.7690,291.628780,41.208599
FALSE POSITIVE,0.641069613,1.03300,7.8600e+01,0.86,2196.0,5512.38,6077.00,0.9610,299.608250,41.268341
FALSE POSITIVE,2.243041500,3.63000,1.0110e+02,0.89,1344.0,770.18,5897.00,0.8910,296.633150,39.327141
FALSE POSITIVE,1.214751680,6.93000,2.6610e+02,5.50,3302.0,28091.85,6732.00,3.2760,299.086580,45.776821
CANDIDATE,17.373182100,3.36000,7.1700e+01,1.31,901.0,155.73,6180.00,1.5400,294.209840,46.479969
CANDIDATE,1.975074240,2.61000,1.3050e+02,1.08,1477.0,1122.82,6065.00,0.9470,296.811580,41.515690
CONFIRMED,27.478465900,7.50000,8.3200e+01,1.52,736.0,69.30,5432.00,1.7070,287.937190,46.418491
FALSE POSITIVE,244.866620000,10.56000,2.8950e+02,1.46,273.0,1.31,5821.00,0.8480,290.041140,42.105740
FALSE POSITIVE,1.306272140,5.14400,9.5400e+01,0.87,1490.0,1161.23,5513.00,0.8620,294.996490,39.629921
FALSE POSITIVE,62.366706000,4.32000,9.5400e+01,1.88,698.0,56.09,6749.00,1.9000,287.397770,43.414341
FALSE POSITIVE,0.933732791,3.05600,9.6900e+01,0.90,1773.0,2344.56,5496.00,0.9270,291.616460,48.775639
FALSE POSITIVE,53.106597000,2.91400,8.2400e+01,2.20,860.0,129.19,7217.00,2.3430,296.041960,48.681351
FALSE POSITIVE,360.154170000,12.80600,7.9060e+02,2.99,270.0,1.25,6065.00,1.0610,287.252990,45.909340
CANDIDATE,3.387916500,1.81800,7.8600e+01,1.09,1336.0,750.60,5702.00,1.2450,293.280150,46.560089
FALSE POSITIVE,1.428568150,2.13200,5.9500e+01,0.64,1547.0,1352.91,5979.00,0.8220,290.444760,48.462891
FALSE POSITIVE,381.850599000,4.77200,1.7020e+03,3.59,222.0,0.58,5485.00,0.8670,285.283630,38.947281
FALSE POSITIVE,10.813154170,1.27500,8.0300e+01,1.46,1045.0,281.84,6380.00,1.4600,286.628540,50.471272
FALSE POSITIVE,359.083680000,15.67000,6.1870e+02,29.15,268.0,1.23,6256.00,0.9320,291.189270,38.731159
CANDIDATE,58.748862900,3.19100,4.7360e+02,1.75,425.0,7.70,5574.00,0.8050,290.776550,47.648430
FALSE POSITIVE,3.747843740,3.65800,1.1650e+02,1.08,1226.0,534.57,6122.00,0.9960,290.979060,50.258148
CANDIDATE,64.740274000,15.08200,1.1310e+02,1.35,518.0,16.96,5999.00,1.1770,286.773130,39.277531
CANDIDATE,5.382992840,3.33600,3.5100e+01,0.78,1253.0,582.98,6256.00,1.2930,299.095370,43.439098
FALSE POSITIVE,1.710281170,2.61000,1.1160e+02,0.91,1454.0,1055.42,5910.00,0.8550,292.685150,41.905918
CANDIDATE,2.048158200,1.89900,1.8330e+02,1.16,1346.0,773.92,5799.00,0.8600,292.026210,41.984119
CONFIRMED,140.251943000,6.57600,5.6770e+02,1.84,271.0,1.28,4821.00,0.7880,296.457760,41.266022
CANDIDATE,14.717934200,5.84400,1.3230e+02,1.25,784.0,89.30,6102.00,1.0180,295.092010,49.940079
FALSE POSITIVE,0.570828503,0.91500,1.7440e+02,0.54,986.0,222.55,3585.00,0.3880,288.868530,39.496132
FALSE POSITIVE,134.466500000,5.27000,1.0320e+03,2.48,280.0,1.45,4891.00,0.7910,290.626860,41.460400
FALSE POSITIVE,0.909314811,2.20530,4.0500e+01,0.99,2503.0,9311.68,6508.00,1.4470,292.614260,41.437229
CONFIRMED,207.247850000,6.15900,8.0920e+02,1.56,189.0,0.30,4339.00,0.5530,284.566890,49.012550
FALSE POSITIVE,186.553470000,13.57000,3.3450e+02,1.86,341.0,3.18,6187.00,1.0060,287.562680,45.679008
CONFIRMED,5.990782210,1.69900,6.9900e+01,1.03,987.0,223.93,5721.00,0.9720,299.302800,41.441017
FALSE POSITIVE,14.080185200,3.40200,9.0700e+01,1.04,798.0,95.62,5984.00,1.0890,290.276580,41.269341
CONFIRMED,2.440839436,0.96800,5.0950e+02,21.29,986.0,223.80,4803.00,0.6980,297.059020,49.478500
CONFIRMED,23.622357100,6.85200,5.7000e+01,1.07,797.0,95.35,6144.00,1.3930,285.703460,44.422001
CANDIDATE,19.252765200,4.86200,1.3850e+02,1.24,740.0,71.04,6258.00,1.0460,288.708590,46.018188
FALSE POSITIVE,3.289319360,1.92100,1.6600e+02,50.51,1364.0,818.01,6335.00,1.0720,296.066650,39.938011
FALSE POSITIVE,1.081952080,4.80700,3.3600e+01,0.47,1526.0,1275.68,5233.00,0.8240,299.009800,46.684738
FALSE POSITIVE,0.512583041,1.49800,1.1430e+02,1.07,2363.0,7320.09,6077.00,0.9990,295.463410,46.011230
CANDIDATE,219.205790000,14.50000,2.0780e+02,2.66,456.0,10.18,6990.00,1.7850,295.315120,39.141048
CONFIRMED,2.297948190,2.84000,8.3200e+01,0.98,1547.0,1352.14,6371.00,1.0720,294.696960,46.720188
FALSE POSITIVE,368.115810000,13.52000,4.7620e+02,2.11,263.0,1.12,6122.00,0.9640,286.783540,44.737370
FALSE POSITIVE,368.524660000,11.90000,6.8030e+02,3.05,288.0,1.62,6343.00,1.1370,286.588290,44.640411
CONFIRMED,4.545869820,1.75600,7.6500e+01,0.65,868.0,134.21,5051.00,0.7210,289.752290,41.634605
CANDIDATE,3.487541090,1.81100,8.5100e+01,0.72,988.0,224.74,5252.00,0.7830,292.028290,43.946362
FALSE POSITIVE,0.542498653,4.25700,5.4900e+01,2.25,5157.0,167191.11,8711.00,2.9540,294.018220,38.226292
CANDIDATE,8.077245500,7.27200,7.9200e+01,2.61,1228.0,537.66,5684.00,2.0320,293.434780,41.716881
CANDIDATE,364.087330000,14.09000,3.7200e+02,1.39,211.0,0.47,5376.00,0.7270,291.220430,43.574268
FALSE POSITIVE,21.581977600,13.73400,4.7600e+01,0.91,746.0,73.01,5601.00,1.3420,289.618560,47.557968
CANDIDATE,5.756519580,2.30900,6.5300e+01,0.83,1089.0,332.97,6208.00,1.0240,283.704710,47.385288
CANDIDATE,91.957230000,10.47100,3.0840e+02,2.66,497.0,14.41,5854.00,1.5280,289.904170,38.651371
CANDIDATE,7.517317450,2.48400,1.7070e+02,1.19,861.0,129.74,5525.00,0.9230,298.758360,41.631031
FALSE POSITIVE,3.087236260,2.61500,1.0190e+02,1.20,1451.0,1046.77,6418.00,1.1710,296.668550,43.540569
FALSE POSITIVE,0.592562969,3.08690,1.5464e+03,25.97,1967.0,3520.70,5728.00,0.8040,291.914150,37.807819
CANDIDATE,44.696617700,10.53200,2.5730e+02,2.46,637.0,38.95,5929.00,1.5180,295.597350,43.596401
CANDIDATE,8.527589400,2.95900,1.1250e+02,1.28,1049.0,286.10,6469.00,1.1930,291.127440,47.938801
CANDIDATE,3.077141950,3.57100,3.4200e+01,1.08,1493.0,1175.00,6108.00,1.3360,291.887970,43.649811
CANDIDATE,3.834883540,2.02600,2.4300e+02,1.20,1003.0,239.15,5515.00,0.7750,295.361450,45.914841
FALSE POSITIVE,31.971810000,12.27700,1.1740e+02,0.95,521.0,17.43,5632.00,0.8530,292.148040,44.704140
FALSE POSITIVE,5.812898430,3.97900,7.6300e+01,0.93,1102.0,348.61,6175.00,1.0410,285.567470,38.040691
FALSE POSITIVE,6.441739950,1.63500,1.0770e+02,1.41,1175.0,451.14,6088.00,1.3390,298.910830,42.185040
FALSE POSITIVE,0.631106722,0.99420,4.9200e+01,0.63,1945.0,3367.19,5400.00,0.8980,295.666720,43.370350
FALSE POSITIVE,176.173770000,14.58000,3.4990e+02,1.76,323.0,2.57,5957.00,0.9370,290.576320,41.546188
CONFIRMED,114.336052000,14.07700,2.3980e+02,2.09,429.0,8.02,5802.00,1.3160,290.146550,39.665821
FALSE POSITIVE,0.639380620,1.20670,3.0800e+02,51.53,2566.0,10289.98,6607.00,1.2040,293.529970,45.664330
CANDIDATE,8.823399600,6.73500,1.0460e+02,1.13,929.0,176.13,5602.00,1.1210,285.595430,40.679722
FALSE POSITIVE,0.566801045,1.74990,1.8830e+02,1.42,2348.0,7209.06,6106.00,0.9820,292.935520,42.824871
FALSE POSITIVE,0.992799002,3.48780,1.6530e+03,40.12,1933.0,3302.31,6217.00,0.9890,293.940120,40.447189
CONFIRMED,1.518418100,2.84200,1.9680e+02,1.85,1926.0,3261.65,6302.00,1.2690,289.875060,43.420959
FALSE POSITIVE,0.968071170,1.67700,1.0480e+02,0.72,1487.0,1157.58,5367.00,0.6870,300.235870,44.769520
FALSE POSITIVE,3.556619060,5.39600,2.3300e+01,0.72,1518.0,1254.47,6018.00,1.4580,297.095830,46.211021
CANDIDATE,40.069148200,2.92800,7.8410e+02,13.25,458.0,10.42,5485.00,0.7620,299.013120,41.329311
CANDIDATE,11.693344700,6.55100,6.6900e+01,1.12,950.0,192.95,6049.00,1.3540,289.779540,41.214409
FALSE POSITIVE,0.562568040,1.68600,4.5000e+00,0.63,5127.0,164220.08,9005.00,2.7730,293.720000,39.446449
FALSE POSITIVE,8.799918780,41.56400,8.6910e+02,224.56,1979.0,3624.62,8092.00,3.2670,289.265750,40.255482
CANDIDATE,4.027453960,1.33000,8.5200e+01,0.98,1250.0,577.46,6174.00,1.0410,300.649600,44.055740
CANDIDATE,4.960610940,2.86400,2.0400e+01,0.59,1272.0,618.99,6117.00,1.2980,283.350460,45.339111
FALSE POSITIVE,349.037030000,4.76000,7.7700e+02,2.27,231.0,0.67,5583.00,0.8240,290.164180,41.782631
FALSE POSITIVE,177.813500000,9.76000,4.1770e+02,1.83,310.0,2.17,5822.00,0.8980,294.127620,43.975128
CANDIDATE,1.473324500,1.40600,1.2400e+02,1.03,1576.0,1453.80,5751.00,0.9210,297.602360,40.803219
CONFIRMED,101.952048000,5.99100,1.5250e+02,1.31,428.0,7.92,6210.00,1.0540,297.270870,46.928421
FALSE POSITIVE,2.417959110,2.72700,1.0050e+02,0.53,878.0,140.54,4623.00,0.5340,291.200070,39.053982
FALSE POSITIVE,183.854867000,14.99600,5.2060e+02,2.40,345.0,3.36,6225.00,1.0310,294.914860,43.862431
CANDIDATE,5.932182090,4.50700,2.0530e+02,1.39,1000.0,235.68,5843.00,0.9770,296.774140,40.793282
CANDIDATE,96.384483000,5.25300,5.9100e+02,2.41,400.0,6.03,5919.00,1.0000,284.682920,41.592411
CANDIDATE,6.055520180,2.81800,1.3460e+02,0.92,844.0,119.89,5352.00,0.8050,295.473820,39.124561
CONFIRMED,12.441800300,3.57200,7.8400e+01,0.57,576.0,26.03,4926.00,0.6620,283.212740,45.349861
CANDIDATE,54.333582000,10.54500,1.5200e+02,1.70,513.0,16.37,5500.00,1.2210,285.159420,47.882740
CANDIDATE,4.117544210,4.36200,3.4300e+01,1.02,1581.0,1477.06,6263.00,1.7260,287.637600,46.204411
FALSE POSITIVE,293.605810000,11.07000,1.6530e+02,1.37,295.0,1.79,6167.00,1.0640,290.063200,41.815220
FALSE POSITIVE,2.788016630,17.35400,1.4000e+01,0.91,2287.0,6451.74,7523.00,2.2060,298.964810,44.452770
CONFIRMED,3.946607450,2.70500,3.0940e+02,1.40,981.0,218.91,5376.00,0.8060,284.871340,49.775909
FALSE POSITIVE,4.994737980,3.05000,9.9500e+01,0.82,917.0,167.06,5406.00,0.8190,282.618040,46.787521
CANDIDATE,122.749053000,8.34200,1.0412e+03,6.13,348.0,3.48,5619.00,0.9760,292.985170,46.506569
CANDIDATE,4.379923450,4.94900,1.5500e+01,0.81,1608.0,1579.65,6311.00,1.9180,288.599670,46.031712
FALSE POSITIVE,368.485180000,11.26000,3.0180e+02,1.98,283.0,1.52,6140.00,1.0960,287.082520,46.104069
FALSE POSITIVE,169.894419000,2.52500,1.7870e+02,2.66,492.0,13.85,6382.00,1.9610,288.847110,39.934311
FALSE POSITIVE,26.190289000,2.14800,5.1800e+01,1.05,793.0,93.35,6434.00,1.4410,297.778990,39.776001
FALSE POSITIVE,203.511886000,3.67100,1.6710e+02,2.07,442.0,9.02,6967.00,1.5650,296.176210,43.931751
CANDIDATE,3.708585950,1.94000,3.0540e+02,1.33,995.0,231.84,5420.00,0.7710,291.642940,37.632408
CANDIDATE,9.452772100,3.81700,1.9730e+02,1.30,832.0,113.38,5973.00,0.8570,290.737700,45.725368
CANDIDATE,4.363831300,1.45700,1.9410e+02,1.08,976.0,214.31,5623.00,0.7630,287.507660,44.314240
CONFIRMED,6.189439520,2.33160,8.3200e+01,0.65,783.0,88.79,5051.00,0.7210,289.752290,41.634605
CANDIDATE,6.830062280,3.31500,1.8740e+02,1.09,882.0,142.95,5807.00,0.8000,289.266970,51.751221
CANDIDATE,17.162258700,4.66800,3.1220e+02,22.42,674.0,48.86,5729.00,0.9390,294.221340,39.989521
CANDIDATE,5.198986150,2.35900,1.3680e+02,1.04,1035.0,271.21,6058.00,0.8670,298.782780,48.312809
CONFIRMED,8.701796110,3.04800,3.0410e+02,1.37,750.0,74.58,5295.00,0.8000,295.905030,45.405430
CANDIDATE,14.744260000,8.16800,1.1360e+02,8.10,784.0,89.04,6146.00,0.9870,301.562840,44.240391
FALSE POSITIVE,0.933747395,4.79800,3.0900e+01,1.24,2596.0,10738.05,5574.00,2.1740,292.792540,47.576721
FALSE POSITIVE,58.873429000,17.48700,2.2647e+05,76.18,679.0,50.35,7078.00,1.5680,295.490110,39.105862
FALSE POSITIVE,14.116658300,9.12000,4.4930e+02,238.66,1205.0,497.80,6526.00,2.2380,297.858220,41.330231
CANDIDATE,35.017505300,3.60800,2.9200e+02,2.13,617.0,34.32,5944.00,1.1230,292.356050,39.119450
CONFIRMED,47.312864500,11.44400,2.1740e+02,3.71,658.0,44.26,5749.00,1.8760,286.359220,42.227482
FALSE POSITIVE,29.699012600,1.84900,9.3300e+01,1.93,880.0,141.60,6382.00,1.9610,288.847110,39.934311
CONFIRMED,6.108294500,3.49300,6.1100e+01,1.06,1267.0,608.39,6720.00,1.2890,295.175380,45.930908
FALSE POSITIVE,119.720070000,9.48000,1.1560e+02,1.26,410.0,6.67,5963.00,1.1760,291.161290,38.710602
FALSE POSITIVE,1.278393310,6.34300,1.9500e+01,0.86,2853.0,15656.19,7758.00,1.9180,294.464870,39.725391
CONFIRMED,7.545922037,4.03290,2.2200e+01,0.68,1084.0,326.67,5788.00,1.3760,288.395290,39.872627
FALSE POSITIVE,0.586757460,1.50800,1.4380e+02,19.91,2157.0,5080.59,5942.00,0.9380,287.828770,42.061642
CANDIDATE,22.599501000,4.38000,7.6900e+01,0.96,734.0,68.48,6335.00,1.0870,296.290560,44.423260
FALSE POSITIVE,373.748560000,28.18000,7.9780e+02,4.45,287.0,1.59,6343.00,1.1370,292.262910,46.430641
FALSE POSITIVE,20.882207900,4.55600,1.1070e+03,3.63,661.0,45.17,5780.00,1.0000,300.928800,44.356293
CONFIRMED,7.281713950,1.72300,1.1160e+02,2.59,1086.0,329.68,4970.00,1.8060,299.137790,43.498638
FALSE POSITIVE,8.038669900,3.54900,1.4200e+02,1.18,926.0,173.92,6018.00,0.9750,290.517850,41.238762
CONFIRMED,44.985188500,4.16400,6.1780e+02,2.09,433.0,8.34,5295.00,0.8000,295.905030,45.405430
FALSE POSITIVE,6.674105770,3.64500,1.6090e+02,1.62,1022.0,257.38,5949.00,1.0410,295.702300,43.900928
FALSE POSITIVE,374.924780000,18.05000,6.1000e+02,1.67,171.0,0.20,4407.00,0.6900,290.359470,41.552052
CANDIDATE,5.890895090,2.40200,2.6770e+02,1.54,985.0,223.02,5869.00,0.9420,284.613400,48.373470
CANDIDATE,4.130298320,2.46100,3.2530e+02,1.44,995.0,231.52,5490.00,0.8100,291.294100,41.912830
FALSE POSITIVE,4.606906120,4.17600,1.3750e+02,0.90,950.0,192.38,5529.00,0.7750,284.653380,42.488350
FALSE POSITIVE,1.501787050,2.93600,8.6700e+01,0.93,1617.0,1619.24,5964.00,0.9870,295.195340,39.927250
FALSE POSITIVE,0.499664962,1.61230,3.4300e+01,0.50,2056.0,4230.98,5570.00,0.8550,289.746730,50.993710
FALSE POSITIVE,17.445393500,6.39000,5.0170e+02,32.01,770.0,83.11,6260.00,1.0630,291.928100,41.968441
CANDIDATE,201.325036000,14.40000,1.2540e+02,1.98,410.0,6.71,6120.00,1.6990,292.936430,46.753021
CANDIDATE,5.593463750,1.66800,2.3650e+02,1.43,1008.0,243.63,5874.00,0.9330,288.448390,49.714031
CANDIDATE,3.449281110,1.42400,2.3700e+02,1.23,966.0,206.55,5119.00,0.7810,291.457340,37.206841
FALSE POSITIVE,1.472585900,2.95300,8.4400e+01,0.93,1662.0,1801.98,6077.00,0.9990,287.645660,48.638821
FALSE POSITIVE,2.976079350,4.60600,1.3040e+02,1.10,1144.0,404.28,5547.00,0.8650,291.212460,50.453560
CANDIDATE,37.904388900,11.63800,9.8200e+01,1.97,693.0,54.36,5303.00,1.9640,290.259310,46.885109
FALSE POSITIVE,1.444384490,2.70400,7.5400e+01,1.08,1980.0,3622.28,6667.00,1.2130,294.041750,39.457371
CANDIDATE,6.882977560,2.06500,3.0400e+01,0.77,1141.0,400.53,6117.00,1.2980,283.350460,45.339111
CANDIDATE,8.796316600,4.69600,9.6500e+01,1.36,882.0,142.92,5780.00,1.0000,283.838840,40.421974
CANDIDATE,2.049602348,1.06100,1.8610e+02,1.08,1203.0,494.57,5356.00,0.7800,289.181490,51.562538
CANDIDATE,53.285584000,6.49200,1.5860e+02,1.44,537.0,19.63,6015.00,1.0570,283.572690,41.695728
CANDIDATE,5.894333800,3.47500,2.8900e+01,0.61,1092.0,335.90,5929.00,1.1450,288.344880,49.021938
CANDIDATE,8.119343000,3.55800,3.5040e+02,1.50,794.0,94.08,5490.00,0.8100,291.294100,41.912830
CONFIRMED,7.743478010,2.78780,7.7800e+01,0.62,727.0,65.88,5051.00,0.7210,289.752290,41.634605
CANDIDATE,18.007143800,5.40100,8.0800e+01,1.05,799.0,96.25,6173.00,1.1670,291.099430,44.545689
CONFIRMED,5.604731150,2.88500,2.1000e+02,1.11,866.0,132.98,5401.00,0.7770,286.330110,39.683182
FALSE POSITIVE,132.778041000,5.62400,9.0360e+03,10.38,357.0,3.83,5780.00,1.0000,288.537690,43.258904
CANDIDATE,2.499153110,1.80300,1.7920e+02,1.02,983.0,220.65,4705.00,0.7200,294.373500,40.651440
FALSE POSITIVE,184.568000000,13.09000,4.0990e+02,1.53,282.0,1.50,5680.00,0.7500,294.437470,44.180901
CANDIDATE,105.997107000,3.75100,4.3080e+02,1.83,373.0,4.59,6068.00,0.8310,295.670900,47.830399
FALSE POSITIVE,2.488826850,3.48700,8.0200e+01,1.05,1477.0,1124.85,6246.00,1.0920,293.262660,46.308880
FALSE POSITIVE,367.197960000,15.92000,1.4610e+02,1.08,253.0,0.96,6054.00,0.8890,291.733610,47.109161
CANDIDATE,6.304323540,2.50800,4.0000e+01,1.23,1510.0,1229.72,6728.00,1.8360,293.373810,44.727982
FALSE POSITIVE,17.660465300,2.83700,3.0920e+02,1.76,690.0,53.57,5910.00,0.9400,293.055080,47.606739
CANDIDATE,3.384198920,1.48500,2.2820e+02,1.20,1074.0,313.79,5613.00,0.7950,292.966610,39.899639
FALSE POSITIVE,1.699991060,3.28900,9.5600e+01,0.55,934.0,180.38,4289.00,0.5540,289.052860,46.675930
CANDIDATE,1.192600170,1.50200,5.8000e+01,0.77,1726.0,2107.84,5600.00,1.0130,298.087160,42.164349
FALSE POSITIVE,4.205974500,8.00600,4.1200e+01,0.75,1263.0,601.30,5960.00,1.1630,298.498500,41.083370
CANDIDATE,216.456055000,11.06700,1.0028e+03,3.61,320.0,2.48,5645.00,1.1550,283.693510,40.018021
FALSE POSITIVE,0.566803216,3.32500,2.0200e+01,0.54,2642.0,11526.75,6473.00,1.1820,291.787960,42.834099
FALSE POSITIVE,365.139810000,4.46000,5.3100e+02,1.86,228.0,0.64,5610.00,0.8150,290.512510,43.101280
FALSE POSITIVE,37.809539000,7.54700,4.8740e+02,1.79,483.0,12.89,5595.00,0.8200,289.778260,38.262741
